UID,Account Open Date,Arrears Balance,Last Payment Date,Last Collections Action,Mobile Flag,Email Flag,dp1 Result Code,dp1 IVA/CCJ Flag,dp1 Score,dp1 Deceased Flag,dp1 Mobile Flag,dp1 Email Flag,dp1 Latest Residency Confirmation Date,dp2 Council Tax Band,dp2 Occupancy Style,dp3 Match Type,dp3 Match Level,dp3 Score,dp3 Mobile Flag,dp3 Email Flag,dp3 Latest Residency Confirmation Date,Residency Zone,Segment_Risk_Score,Action_Tier
651745176,2003-09-16,2963.0,2024-11-24,Phone,N,N,Unmatched,,,,,,,,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,,
485641868,2002-06-30,,2025-03-11,Phone,N,N,Resident,N,81.0,N,N,Y,2025-04-04,E,Private Renter,Resident,5.0,406.0,Y,Y,2024-01-09,Zone 1 - Agreement,192.1,Tier 3 – High Risk
976000380,2012-06-13,4794.0,2019-06-30,Letter,N,N,Resident,Y,1.0,N,Y,N,2020-08-18,E,Social Renter,Resident,5.0,141.0,Y,N,2023-11-19,Zone 1 - Agreement,212.6,Tier 3 – High Risk
654801623,1995-07-03,520.0,2025-03-30,Phone,N,N,Deceased,N,0.0,Y,Y,Y,2025-03-03,B,Owner,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
879537264,2009-02-04,2302.0,2025-02-27,Email,N,Y,Resident,N,58.0,N,N,Y,2024-08-31,B,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,81.6,Tier 2 – Medium Risk
356089749,1998-03-12,4338.0,2024-11-02,Letter,N,N,Resident,N,0.0,N,N,N,2022-08-13,E,Social Renter,Resident,6.0,155.0,Y,Y,2023-12-29,Zone 1 - Agreement,212.6,Tier 3 – High Risk
777152916,2008-06-22,1928.0,2025-03-14,Email,N,Y,Forwarding Address,N,70.0,N,N,Y,2025-02-18,E,Owner,Forwarding Address,4.0,873.0,Y,N,2024-11-17,Zone 4 - Neither says Resident,144.4,Tier 3 – High Risk
697182149,2004-01-11,728.0,2025-03-21,Email,N,Y,Resident,N,95.0,N,Y,Y,2025-03-14,A,Private Renter,Resident,3.0,865.0,Y,Y,2025-07-15,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
717062913,1995-09-28,70.0,2025-03-16,SMS,Y,N,Unmatched,,,,,,,A,Owner,Resident,5.0,987.0,Y,Y,2024-02-22,Zone 3 - Only dp3 says Resident,73.5,Tier 2 – Medium Risk
397494070,2010-02-20,1867.0,2024-12-01,SMS,Y,N,Resident,N,78.0,N,Y,N,2025-01-16,,Private Renter,Deceased,,,Y,Y,,Zone 2 - Only dp1 says Resident,,
661888095,2014-12-16,6.0,2025-03-31,Email,N,Y,Resident,N,87.0,N,Y,N,2025-04-04,B,Owner,Resident,5.0,950.0,Y,Y,2024-04-30,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
698008219,2006-10-30,1596.0,2024-12-15,Email,N,Y,Resident,N,66.0,N,N,N,2025-01-29,E,Private Renter,Resident,2.0,764.0,Y,Y,2025-09-23,Zone 1 - Agreement,192.1,Tier 3 – High Risk
423668720,2014-07-02,18.0,2025-04-06,SMS,Y,N,Resident,N,87.0,N,Y,Y,2025-03-31,A,Owner,Resident,2.0,960.0,Y,Y,2025-09-29,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
199112152,1999-02-04,,,Email,N,Y,Resident,N,78.0,N,N,N,2025-04-05,D,Social Renter,Resident,4.0,924.0,Y,Y,2024-12-29,Zone 1 - Agreement,160.7,Tier 3 – High Risk
854337778,2005-09-21,3220.0,2023-06-30,Letter,N,N,Deceased,N,0.0,Y,Y,N,2023-03-12,E,Private Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
391738929,2006-12-27,76.0,,SMS,Y,N,Deceased,N,0.0,Y,Y,Y,2025-03-25,A,Owner,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
551187389,2004-01-27,55.0,2025-04-05,SMS,Y,N,Resident,N,96.0,N,Y,Y,2025-03-14,A,Owner,Resident,7.0,977.0,Y,Y,2021-07-08,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
333630483,2016-11-11,696.0,2025-03-22,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-29,B,Private Renter,Resident,8.0,953.0,Y,Y,2021-08-08,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
442506900,1997-02-04,333.0,2025-03-03,SMS,Y,N,Resident,N,84.0,N,Y,N,2025-03-28,C,Social Renter,Resident,2.0,851.0,Y,Y,2025-09-25,Zone 1 - Agreement,144.7,Tier 3 – High Risk
342153304,2010-10-30,1679.0,2025-03-11,SMS,Y,N,Resident,N,76.0,N,N,N,2025-02-03,D,Owner,Resident,6.0,782.0,N,N,2023-07-07,Zone 1 - Agreement,137.0,Tier 3 – High Risk
810086920,2016-06-09,,2025-03-19,Letter,N,N,Resident,N,81.0,N,N,Y,2025-03-19,A,Social Renter,Resident,3.0,366.0,N,Y,2025-03-12,Zone 1 - Agreement,125.7,Tier 3 – High Risk
144732605,2016-07-24,1293.0,,Email,N,Y,Resident,N,60.0,N,N,Y,2025-03-02,B,,Resident,1.0,767.0,Y,Y,2025-10-03,Zone 1 - Agreement,,
648766298,2003-05-19,2007.0,2024-09-23,Phone,N,N,Deceased,N,0.0,Y,Y,N,2024-08-16,E,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
307343641,2013-04-19,,2025-04-01,Email,N,Y,Resident,N,17.0,N,Y,N,2025-03-11,B,Private Renter,Resident,1.0,267.0,N,Y,2025-10-03,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
105185108,2008-03-05,,2025-04-04,Email,N,Y,Resident,N,32.0,N,Y,Y,2025-04-01,D,Private Renter,Resident,5.0,702.0,Y,N,2024-04-14,Zone 1 - Agreement,136.7,Tier 3 – High Risk
198428699,2013-02-03,1512.0,2024-12-04,SMS,Y,N,Forwarding Address,N,70.0,N,Y,Y,2025-02-22,D,,Forwarding Address,8.0,832.0,Y,N,2023-02-02,Zone 4 - Neither says Resident,,
209213497,2015-05-15,87.0,2025-03-27,Email,N,Y,Resident,N,96.0,N,Y,N,2025-04-02,A,Owner,Resident,9.0,966.0,Y,N,2018-11-05,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
151114404,2009-05-01,4249.0,2025-03-01,Letter,N,N,Resident,Y,6.0,N,Y,N,2021-12-14,,Social Renter,Resident,5.0,247.0,Y,Y,2024-02-02,Zone 1 - Agreement,,
542240545,1996-09-24,1162.0,2024-11-17,Email,N,Y,Resident,N,67.0,N,N,Y,2024-12-18,C,Owner,Resident,5.0,798.0,N,Y,2023-09-21,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
858009336,2011-02-03,,2025-03-25,Letter,N,N,Resident,N,46.0,N,N,Y,2025-03-25,F,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,213.1,Tier 3 – High Risk
748979857,2016-02-15,1221.0,2025-01-15,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
944657714,2008-02-14,56.0,2025-03-16,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-04-04,B,Private Renter,Resident,7.0,990.0,Y,Y,2024-08-12,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
939506997,1997-07-19,,2025-03-24,SMS,Y,N,Resident,N,6.0,N,N,N,2025-03-21,C,Owner,Resident,6.0,658.0,Y,Y,2022-06-26,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
487116334,2009-08-02,59.0,2025-03-31,SMS,Y,N,Unmatched,,,,,,,C,Private Renter,Forwarding Address,2.0,973.0,Y,Y,2025-10-02,Zone 4 - Neither says Resident,108.1,Tier 3 – High Risk
179004913,2012-02-08,2939.0,2024-09-14,Phone,N,N,Resident,N,29.0,N,N,N,2025-01-27,D,Social Renter,Resident,4.0,534.0,Y,Y,2025-03-19,Zone 1 - Agreement,160.7,Tier 3 – High Risk
173612550,1996-04-28,29.0,2025-03-30,SMS,Y,N,Resident,N,88.0,N,Y,Y,2025-04-07,C,Owner,Resident,8.0,957.0,Y,Y,2023-01-10,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
736712574,2011-08-16,3039.0,2024-12-15,Letter,N,N,Deceased,N,0.0,Y,N,N,2023-03-31,D,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,160.7,Tier 3 – High Risk
628530051,2017-02-02,639.0,2025-03-11,SMS,Y,N,Resident,N,76.0,N,Y,N,2025-03-03,D,Social Renter,Resident,7.0,887.0,Y,N,2023-01-13,Zone 1 - Agreement,160.7,Tier 3 – High Risk
632910038,2006-03-18,2666.0,2025-02-28,Email,N,Y,Resident,N,53.0,N,N,Y,2024-11-08,F,Owner,Resident,5.0,522.0,Y,N,2024-04-02,Zone 1 - Agreement,171.5,Tier 3 – High Risk
885383458,2007-10-28,3688.0,2024-01-10,Phone,N,N,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
844406256,2007-08-19,96.0,2025-03-13,Phone,N,N,Resident,N,95.0,N,Y,Y,2025-03-23,F,,Resident,5.0,960.0,Y,Y,2024-07-05,Zone 1 - Agreement,,
251629879,2017-11-15,3321.0,2024-09-21,Letter,N,N,Unmatched,,,,,,,E,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,192.1,Tier 3 – High Risk
387161185,2012-07-05,1852.0,2025-03-02,Phone,N,N,Unmatched,,,,,,,C,Social Renter,Resident,5.0,773.0,Y,Y,2023-12-31,Zone 3 - Only dp3 says Resident,144.7,Tier 3 – High Risk
725539212,2009-04-01,,2025-03-20,Email,N,Y,Forwarding Address,N,44.0,N,N,Y,2025-04-02,F,,Resident,1.0,398.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,,
950979079,2001-10-15,2804.0,2025-02-02,Letter,N,N,Resident,N,31.0,N,N,N,2024-09-15,E,Social Renter,Resident,5.0,557.0,Y,Y,2024-08-09,Zone 1 - Agreement,212.6,Tier 3 – High Risk
343565799,2009-12-14,58.0,2025-03-18,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
661650397,2003-05-24,2227.0,2024-11-13,Email,N,Y,Resident,N,27.0,N,Y,N,2024-12-17,E,Owner,Resident,5.0,681.0,N,Y,2023-11-09,Zone 1 - Agreement,144.4,Tier 3 – High Risk
663034289,2003-08-17,939.0,2025-03-01,Email,N,Y,Resident,N,78.0,N,Y,N,2025-03-02,B,,Resident,9.0,881.0,Y,Y,2022-05-07,Zone 1 - Agreement,,
815312562,2007-12-31,1865.0,2024-12-04,Email,N,Y,Resident,N,68.0,N,N,N,2024-12-16,D,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,137.0,Tier 3 – High Risk
420953415,2001-10-26,468.0,2025-02-26,Email,N,Y,Resident,N,87.0,N,Y,Y,2025-02-15,E,Owner,Resident,9.0,886.0,Y,N,2019-09-04,Zone 1 - Agreement,144.4,Tier 3 – High Risk
554005864,2007-11-18,92.0,2025-03-29,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
301809403,1997-04-05,1407.0,2024-11-24,SMS,Y,N,Deceased,N,0.0,Y,N,N,2025-01-10,F,Owner,Deceased,,,Y,N,,Zone 4 - Neither says Resident,171.5,Tier 3 – High Risk
256347952,1997-01-12,84.0,2025-03-31,SMS,Y,N,Unmatched,,,,,,,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
251370646,1997-10-31,1799.0,2025-02-15,SMS,Y,N,Resident,N,53.0,N,N,N,2025-02-03,C,Owner,Resident,1.0,825.0,Y,Y,2025-10-03,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
907054865,2001-05-10,77.0,2025-04-06,SMS,Y,N,Forwarding Address,N,87.0,N,Y,Y,2025-04-04,A,Private Renter,Resident,3.0,967.0,Y,Y,2025-03-22,Zone 3 - Only dp3 says Resident,73.0,Tier 2 – Medium Risk
119930934,2002-05-23,33.0,2025-03-24,SMS,Y,N,Unmatched,,,,,,,A,Private Renter,Resident,4.0,969.0,Y,Y,2024-09-18,Zone 3 - Only dp3 says Resident,73.0,Tier 2 – Medium Risk
499622775,2010-07-25,39.0,2025-03-10,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-15,C,Owner,Resident,3.0,950.0,Y,Y,2025-05-28,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
444355405,1999-12-22,78.0,2025-03-13,SMS,Y,N,Resident,N,98.0,N,Y,Y,2025-03-24,A,Private Renter,Resident,8.0,972.0,Y,Y,2022-05-23,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
577758674,2008-07-23,4432.0,2021-07-15,Letter,N,N,Resident,Y,7.0,N,N,N,2020-02-22,E,Social Renter,Resident,2.0,139.0,Y,Y,2025-10-02,Zone 1 - Agreement,212.6,Tier 3 – High Risk
571219773,1999-01-15,3080.0,,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
285732130,2000-04-26,695.0,,Email,N,Y,Resident,N,80.0,N,N,N,2025-03-07,B,Social Renter,Resident,2.0,846.0,Y,Y,2025-09-24,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
718111156,2012-03-13,2523.0,2025-02-06,Email,N,Y,Unmatched,,,,,,,E,Private Renter,Resident,6.0,510.0,Y,Y,2021-11-09,Zone 3 - Only dp3 says Resident,192.1,Tier 3 – High Risk
894354121,2008-09-04,822.0,2025-02-25,SMS,Y,N,Resident,N,86.0,N,Y,N,2025-02-27,A,Private Renter,Resident,9.0,893.0,Y,Y,2021-05-31,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
921178149,2014-02-16,167.0,,Email,N,Y,Resident,N,84.0,N,Y,Y,2025-02-22,B,Owner,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,81.6,Tier 2 – Medium Risk
282301048,2013-03-14,17.0,,Email,N,Y,Resident,N,99.0,N,Y,Y,2025-03-27,,Owner,Resident,6.0,986.0,Y,N,2022-08-20,Zone 1 - Agreement,,
863847198,2006-06-15,156.0,2025-03-16,Email,N,Y,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
312593657,2018-07-09,75.0,2025-03-14,SMS,Y,N,Resident,N,96.0,N,Y,Y,2025-04-01,A,Private Renter,Resident,8.0,950.0,Y,Y,2021-08-10,Zone 1 - Agreement,73.0,Tier 2 – Medium Risk
258568966,2002-01-26,2038.0,,Email,N,Y,Resident,N,42.0,N,Y,N,2024-12-21,,Owner,Resident,9.0,707.0,Y,N,2019-12-27,Zone 1 - Agreement,,
326501297,2018-03-24,,2025-04-07,Letter,N,N,Unmatched,,,,,,,F,Social Renter,Deceased,,,Y,Y,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
745133409,2012-06-30,64.0,2025-04-06,SMS,Y,N,Unmatched,,,,,,,D,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,137.0,Tier 3 – High Risk
498595799,2008-08-18,51.0,2025-04-03,SMS,Y,N,Forwarding Address,N,93.0,N,Y,Y,2025-03-14,,Owner,Resident,4.0,989.0,Y,Y,2024-10-17,Zone 3 - Only dp3 says Resident,,
266536571,2011-03-30,23.0,2025-03-21,SMS,Y,N,Resident,N,89.0,N,Y,N,2025-03-14,B,Owner,Resident,6.0,960.0,Y,Y,2022-05-20,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
681586889,2013-02-15,3045.0,2023-06-12,Email,N,Y,Resident,N,27.0,N,N,Y,2023-05-19,F,Social Renter,Resident,6.0,428.0,Y,Y,2023-12-25,Zone 1 - Agreement,238.0,Tier 3 – High Risk
427141785,2000-07-22,333.0,2025-03-09,SMS,Y,N,Resident,N,91.0,N,N,N,2025-02-24,,Social Renter,Forwarding Address,9.0,937.0,Y,Y,2021-12-26,Zone 2 - Only dp1 says Resident,,
735466560,2016-11-11,2046.0,2024-09-24,Email,N,Y,Unmatched,,,,,,,E,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
881172023,1996-02-17,24.0,,SMS,Y,N,Resident,N,93.0,N,Y,N,2025-03-27,C,Owner,Resident,2.0,969.0,Y,Y,2025-10-02,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
812551758,2017-12-15,83.0,2025-04-06,SMS,Y,N,Resident,N,96.0,N,N,N,2025-03-13,C,Private Renter,Resident,3.0,952.0,Y,Y,2025-06-04,Zone 1 - Agreement,108.1,Tier 3 – High Risk
478531743,2001-10-31,2967.0,2024-10-10,Phone,N,N,Forwarding Address,N,34.0,N,Y,Y,2024-10-03,D,Owner,Resident,2.0,515.0,Y,Y,2025-09-19,Zone 3 - Only dp3 says Resident,137.0,Tier 3 – High Risk
886048343,1996-04-23,2214.0,2024-12-22,Phone,N,N,Unmatched,,,,,,,F,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,213.1,Tier 3 – High Risk
101727745,2012-06-10,690.0,2025-02-14,SMS,Y,N,Resident,N,85.0,N,Y,N,2025-03-12,A,Owner,Resident,7.0,951.0,Y,Y,2023-01-08,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
291859303,2010-04-22,6383.0,2020-03-10,Letter,N,N,Deceased,N,0.0,Y,N,N,2021-11-14,F,Social Renter,Deceased,,,N,Y,,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
734796782,1995-02-27,2542.0,2025-03-17,Phone,N,N,Deceased,N,0.0,Y,Y,Y,2025-02-10,D,Social Renter,Resident,5.0,532.0,Y,Y,2023-09-26,Zone 3 - Only dp3 says Resident,160.7,Tier 3 – High Risk
429484058,2001-02-01,3870.0,2025-01-18,Email,N,Y,Resident,N,23.0,N,N,N,2023-11-03,F,Owner,Resident,2.0,447.0,Y,Y,2025-09-28,Zone 1 - Agreement,171.5,Tier 3 – High Risk
509762279,2014-03-21,982.0,2025-03-15,SMS,Y,N,Resident,N,94.0,N,Y,Y,2025-03-12,C,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,108.1,Tier 3 – High Risk
314630499,1996-03-02,73.0,,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-03-20,B,Owner,Resident,9.0,973.0,Y,Y,2020-09-13,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
658827118,2018-06-12,89.0,2025-03-21,SMS,Y,N,Forwarding Address,N,93.0,N,N,Y,2025-04-05,A,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,73.5,Tier 2 – Medium Risk
478866201,2015-05-22,,2025-03-23,Letter,N,N,Resident,N,30.0,N,N,Y,2025-03-31,E,Social Renter,Deceased,,,Y,Y,,Zone 2 - Only dp1 says Resident,212.6,Tier 3 – High Risk
949221761,2009-01-26,,2025-04-01,SMS,Y,N,Resident,N,55.0,N,Y,Y,2025-03-16,B,Private Renter,Resident,9.0,887.0,Y,Y,2022-08-06,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
347070350,2015-09-29,3994.0,2024-07-29,Letter,N,N,Forwarding Address,N,27.0,N,N,N,2024-01-15,F,Social Renter,Forwarding Address,6.0,395.0,N,Y,2023-10-06,Zone 4 - Neither says Resident,238.0,Tier 3 – High Risk
958168105,2005-08-12,3060.0,2023-05-19,Email,N,Y,Resident,N,19.0,N,N,N,2024-03-02,F,Private Renter,Resident,4.0,500.0,Y,Y,2024-10-18,Zone 1 - Agreement,213.1,Tier 3 – High Risk
178049468,2005-01-23,946.0,,SMS,Y,N,Resident,N,90.0,N,Y,Y,2025-03-05,B,Social Renter,Resident,5.0,842.0,Y,Y,2023-09-12,Zone 1 - Agreement,99.0,Tier 2 – Medium Risk
290274780,2004-07-29,13.0,2025-04-01,Phone,N,N,Resident,N,85.0,N,N,N,2025-03-10,,Owner,Resident,2.0,984.0,Y,Y,2025-09-22,Zone 1 - Agreement,,
597654150,2006-07-14,,2025-03-14,SMS,Y,N,Unmatched,,,,,,,B,Social Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,99.0,Tier 2 – Medium Risk
549692615,2012-12-07,98.0,2025-03-18,SMS,Y,N,Unmatched,,,,,,,B,Owner,Resident,3.0,965.0,Y,Y,2025-06-28,Zone 3 - Only dp3 says Resident,81.6,Tier 2 – Medium Risk
511154791,2004-02-03,26.0,2025-03-18,SMS,Y,N,Resident,N,88.0,N,N,Y,2025-04-06,A,Owner,Resident,5.0,976.0,Y,Y,2024-01-06,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
370881776,2004-03-11,81.0,2025-03-27,SMS,Y,N,Resident,N,85.0,N,N,Y,2025-04-06,A,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,73.0,Tier 2 – Medium Risk
327170018,2017-11-03,3615.0,2023-04-08,Letter,N,N,Resident,N,24.0,N,N,N,2024-02-11,C,Social Renter,Resident,6.0,394.0,N,Y,2023-03-14,Zone 1 - Agreement,144.7,Tier 3 – High Risk
144109833,2001-06-27,3430.0,2023-11-15,Email,N,Y,Unmatched,,,,,,,E,Private Renter,Resident,8.0,319.0,Y,Y,2022-08-31,Zone 3 - Only dp3 says Resident,192.1,Tier 3 – High Risk
548065337,1995-06-30,1346.0,2025-01-31,Email,N,Y,Unmatched,,,,,,,B,,Resident,2.0,805.0,Y,Y,2025-09-28,Zone 3 - Only dp3 says Resident,,
792994202,2006-10-20,2254.0,2024-08-25,Letter,N,N,Unmatched,,,,,,,E,Social Renter,Forwarding Address,3.0,687.0,Y,Y,2025-03-09,Zone 4 - Neither says Resident,212.6,Tier 3 – High Risk
993512273,2001-02-26,62.0,2025-03-14,SMS,Y,N,Resident,N,89.0,N,Y,Y,2025-04-07,A,Owner,Resident,6.0,977.0,Y,Y,2022-11-26,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
200872587,1998-01-11,81.0,2025-03-22,SMS,Y,N,Resident,N,97.0,N,Y,Y,2025-03-22,,Private Renter,Resident,5.0,955.0,Y,N,2023-10-09,Zone 1 - Agreement,,
151239860,2004-04-21,,2025-03-30,SMS,Y,N,Resident,N,85.0,N,Y,Y,2025-03-19,,Owner,Forwarding Address,6.0,83.0,Y,N,2023-12-17,Zone 2 - Only dp1 says Resident,,
978304808,1997-11-02,2985.0,2024-11-15,Email,N,Y,Unmatched,,,,,,,F,Social Renter,Resident,1.0,517.0,Y,Y,2025-10-03,Zone 3 - Only dp3 says Resident,238.0,Tier 3 – High Risk
437075293,2003-01-30,1405.0,2025-02-06,SMS,Y,N,Resident,N,65.0,N,N,Y,2024-11-29,,Owner,Forwarding Address,2.0,825.0,N,Y,2025-09-27,Zone 2 - Only dp1 says Resident,,
102724681,2001-01-28,1998.0,2025-03-19,Phone,N,N,Unmatched,,,,,,,C,Private Renter,Unmatched,,,,,,Zone 4 - Neither says Resident,108.1,Tier 3 – High Risk
724339784,2004-11-29,648.0,,Letter,N,N,Resident,N,90.0,N,N,N,2025-03-09,,Private Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,,
599748413,2006-10-24,2611.0,2025-01-20,Phone,N,N,Resident,N,26.0,N,N,N,2025-01-30,F,Social Renter,Resident,3.0,505.0,Y,Y,2025-06-05,Zone 1 - Agreement,238.0,Tier 3 – High Risk
198809815,2016-11-06,2021.0,2024-09-30,Email,N,Y,Resident,N,39.0,N,N,N,2024-09-22,F,Private Renter,Resident,5.0,556.0,Y,Y,2024-01-15,Zone 1 - Agreement,213.1,Tier 3 – High Risk
206211142,2005-09-11,1722.0,2024-12-13,SMS,Y,N,Resident,N,54.0,N,N,N,2025-02-27,A,Owner,Resident,3.0,736.0,Y,Y,2025-04-23,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
956196043,2009-03-08,1359.0,2025-02-19,Email,N,Y,Resident,N,79.0,N,N,Y,2024-12-02,C,Owner,Resident,1.0,750.0,N,Y,2025-10-03,Zone 1 - Agreement,97.8,Tier 2 – Medium Risk
527691154,2011-01-04,2607.0,2024-11-11,Email,N,Y,Resident,N,52.0,N,Y,N,2024-11-07,E,Social Renter,Resident,3.0,507.0,Y,N,2025-06-03,Zone 1 - Agreement,212.6,Tier 3 – High Risk
375319578,2011-12-09,91.0,2025-03-12,Phone,N,N,Resident,N,92.0,N,N,Y,2025-03-29,A,Owner,Resident,6.0,969.0,Y,Y,2023-12-05,Zone 1 - Agreement,73.5,Tier 2 – Medium Risk
132288798,1996-08-19,661.0,2025-03-03,SMS,Y,N,Unmatched,,,,,,,B,Owner,Unmatched,,,,,,Zone 4 - Neither says Resident,81.6,Tier 2 – Medium Risk
277804390,1998-10-12,21.0,2025-03-12,SMS,Y,N,Resident,N,90.0,N,N,Y,2025-03-20,C,Owner,Forwarding Address,8.0,980.0,Y,Y,2020-10-24,Zone 2 - Only dp1 says Resident,97.8,Tier 2 – Medium Risk
735000504,2013-09-09,541.0,2025-03-20,Email,N,Y,Resident,N,88.0,N,Y,N,2025-02-23,B,Social Renter,Unmatched,,,,,,Zone 2 - Only dp1 says Resident,99.0,Tier 2 – Medium Risk
905347182,2012-12-13,1755.0,2024-12-21,SMS,Y,N,Resident,N,74.0,N,N,Y,2024-12-07,D,Private Renter,Resident,3.0,855.0,Y,Y,2025-06-03,Zone 1 - Agreement,136.7,Tier 3 – High Risk
931857341,2017-12-12,1575.0,2024-12-23,Phone,N,N,Unmatched,,,,,,,,Owner,Resident,7.0,841.0,Y,Y,2022-01-31,Zone 3 - Only dp3 says Resident,,
702107275,2017-09-28,2180.0,,Phone,N,N,Resident,N,27.0,N,Y,N,2024-11-02,A,Social Renter,Resident,4.0,589.0,N,Y,2024-10-07,Zone 1 - Agreement,125.7,Tier 3 – High Risk
509256103,2003-05-23,3576.0,2024-12-09,Phone,N,N,Resident,N,16.0,N,N,N,2023-05-08,E,Social Renter,Resident,7.0,319.0,Y,N,2020-12-20,Zone 1 - Agreement,212.6,Tier 3 – High Risk
864847959,2006-09-26,1490.0,2024-12-24,Email,N,Y,Resident,N,55.0,N,N,N,2025-02-01,D,Owner,Resident,4.0,792.0,Y,N,2024-12-25,Zone 1 - Agreement,137.0,Tier 3 – High Risk
404567372,2004-02-07,2798.0,,Email,N,Y,Resident,N,40.0,N,N,Y,2024-11-18,B,Private Renter,Resident,9.0,608.0,Y,N,2018-10-02,Zone 1 - Agreement,86.8,Tier 2 – Medium Risk
319239117,2002-01-14,433.0,2025-02-11,SMS,Y,N,Resident,N,89.0,N,N,N,2025-02-08,B,Owner,Forwarding Address,5.0,854.0,Y,N,2024-02-06,Zone 2 - Only dp1 says Resident,81.6,Tier 2 – Medium Risk
684937948,2003-03-10,31.0,2025-03-21,SMS,Y,N,Unmatched,,,,,,,E,,Resident,4.0,959.0,Y,Y,2024-11-09,Zone 3 - Only dp3 says Resident,,
972156241,2014-12-13,407.0,2025-03-19,Email,N,Y,Resident,N,92.0,N,Y,N,2025-02-24,B,Owner,Resident,4.0,866.0,Y,Y,2025-01-07,Zone 1 - Agreement,81.6,Tier 2 – Medium Risk
758873677,2013-10-24,,2025-03-24,Email,N,Y,Resident,N,25.0,N,N,N,2025-03-28,A,Social Renter,Resident,4.0,914.0,Y,Y,2025-01-21,Zone 1 - Agreement,125.7,Tier 3 – High Risk
